MSOA21CD,MSOA21NM,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,Shape_Area,mean_AI
E02000159,Bromley 033,3.819692527620000,0.000000000000000,12.919984736400000,1b,16597.483480700000655,5886316.982409999705851,3.955293092980000
E02000160,Bromley 034,1.490944168050000,0.000000000000000,10.980187240499999,1a,15428.839048600000751,8459552.115720000118017,1.906447740840000
E02000161,Bromley 035,4.550680925280000,0.000000000000000,22.216363132700000,2,10472.034314099999392,1718787.109829999972135,5.018314705530000
E02000162,Bromley 036,0.553251044714000,0.000000000000000,10.783570853000001,1a,20044.151274200001353,12760531.711200000718236,0.917308347179000
E02000163,Bromley 037,0.704920876550000,0.000000000000000,7.907725264300000,1a,23510.028819499999372,11306837.060000000521541,1.119628769210000
E02000165,Bromley 039,0.000000000000000,0.000000000000000,6.236823751840000,1a,13316.243435200000022,5661892.435709999874234,1.473918983790000
E02000166,Camden 001,3.900185472800000,0.000000000000000,24.411733252200001,2,8728.751694470000075,3023989.658520000055432,5.802264480640000
E02000167,Camden 002,8.113292863880000,0.000000000000000,21.110363637399999,2,7558.352058829999805,2081419.813390000024810,7.812699183670000
E02000168,Camden 003,21.067655461899999,6.713024414280000,28.651145648600000,5,6355.633817459999591,680579.487428999971598,20.964730037999999
E02000169,Camden 004,9.849998437069999,0.000000000000000,38.454217269899999,3,5011.778488330000073,1122402.055819999892265,11.835325693800000
E02000170,Camden 005,10.360565902399999,2.682864779770000,26.220326331999999,3,5486.890556119999928,771360.354667000006884,12.547950386500000
E02000171,Camden 006,15.678737118300001,8.003052336980000,20.674112362500001,3,4995.876834869999584,521550.268964999995660,14.833548529300000
E02000172,Camden 007,20.054966129099999,6.601624749550000,38.969565168700001,4,5561.798124719999578,668785.210486000054516,19.571404609700000
E02000173,Camden 008,25.494621952100001,13.247484847899999,40.258494043200002,6a,6067.520814020000216,778713.796629999997094,25.627706084800000
E02000174,Camden 009,20.349471019900001,10.274989007500000,35.871862547100001,5,5873.598972650000178,545835.202189999981783,21.481976633199999
E02000175,Camden 010,27.700337320799999,17.373220542599999,43.763368795600002,6a,4969.363889229999586,691271.555264999973588,29.290213899699999
E02000176,Camden 011,17.512655702200000,11.414812338200001,32.357907524399998,4,3641.822385710000162,397567.966000000014901,19.819169877400000
E02000177,Camden 012,19.835867530800002,11.060030214399999,33.120007855099999,5,3830.571544790000189,523928.736448000010569,20.611317373500000
E02000178,Camden 013,25.614549590399999,13.982376679500000,31.001958880499998,5,5848.828017830000135,561775.875280000036582,24.130814232599999
E02000179,Camden 014,14.250639029000000,9.688213203789999,32.592771919699999,4,3845.402868310000031,382868.240947999991477,15.444440190800000
E02000180,Camden 015,10.146189007200000,4.849562372860000,36.701042895400001,3,4042.099569699999847,485521.183391999977175,14.962296543100001
E02000181,Camden 016,30.874446627099999,14.433775883099999,41.351623508800003,6a,4409.933994449999773,540597.160737999947742,30.295756106500001
E02000182,Camden 017,18.239119407600000,2.063827891510000,46.083235701200003,4,5690.877303840000422,797863.125338000012562,19.992192364299999
E02000183,Camden 018,13.895913401900000,2.632345348760000,36.656423716200003,4,5510.755321190000359,771957.647521000006236,17.248388167100000
E02000184,Camden 019,36.618499445200001,2.123374613100000,60.103076776899997,6a,6203.107421179999619,664694.766245999955572,33.960659854600003
E02000185,Camden 020,22.068342119099999,11.924149806899999,35.798079415300002,5,3692.605792240000028,472379.817900999973062,23.052623621599999
E02000186,Camden 021,29.470364363700000,0.000000000000000,74.477000152200006,6a,9095.084367589999601,1003365.679119999986142,28.277661751600000
E02000187,Camden 022,58.410423372799997,2.512678126200000,108.363017705000004,6b,6036.257186640000327,968220.551480000023730,56.326843703599998
E02000188,Camden 023,41.658417502399999,16.630060700200001,93.397779534799994,6b,4171.782427789999929,507610.495024000003468,45.636182375899999
E02000191,Camden 026,58.433910526600002,45.876601038899999,88.237123287499998,6b,5848.964371119999669,641967.562357999966480,60.873948834499998
E02000192,Camden 027,55.383281987200000,25.989024721100002,73.272213702299993,6b,4109.400635560000410,431828.438834999979008,53.071990669700000
E02000193,Camden 028,65.227194462300005,33.983121284100001,90.158858140899994,6b,7894.515125009999792,1089647.857550000073388,62.304752803800000
E02000194,Croydon 001,9.238131114520000,3.159782977330000,29.903071809200000,2,7917.281731220000438,1391864.147120000096038,9.860614108649999
